State ,District,Block,SNo,Grampanchyat Name ,SC,ST,Minority,Others,Total,
Odisha ,Kalahandi,Kokasara,1,Ampani,20,121.75,0,12.7,154.45,
Odisha ,Kalahandi,Kokasara,2,Badpoda Guda,29.3,134.1,0,72.2,235.6,
Odisha ,Kalahandi,Kokasara,3,Baradonga,9.45,53,0,34.7,97.15,
Odisha ,Kalahandi,Kokasara,4,Dahagaon,12.55,67.6,0,50.15,130.3,
Odisha ,Kalahandi,Kokasara,5,Dalguma,4.6,34.75,0,69.6,108.95,
Odisha ,Kalahandi,Kokasara,6,Dudukathenga,6.85,99.65,0,21,127.5,
Odisha ,Kalahandi,Kokasara,7,Gambhariguda,15.75,52,0,42.2,109.95,
Odisha ,Kalahandi,Kokasara,8,Gotamunda,15.15,53.8,0,56.35,125.3,
Odisha ,Kalahandi,Kokasara,9,Kandhabutara,9.55,91.95,0,19.5,121,
Odisha ,Kalahandi,Kokasara,10,Kashibahal,18.5,24.3,0,61.9,104.7,
Odisha ,Kalahandi,Kokasara,11,Kaudola,22.9,37,0,35.5,95.4,
Odisha ,Kalahandi,Kokasara,12,Khuntia,34.3,106.85,0,36.65,177.8,
Odisha ,Kalahandi,Kokasara,13,Koksara,22.75,5.9,0.2,40.35,69.2,
Odisha ,Kalahandi,Kokasara,14,Ladugan,49.55,172.5,0,50.7,272.75,
Odisha ,Kalahandi,Kokasara,15,Mahima,25.15,81.8,0,30.1,137.05,
Odisha ,Kalahandi,Kokasara,16,Majhiguda,6.15,11.5,0,58.25,75.9,
Odisha ,Kalahandi,Kokasara,17,Moter,11,96.75,0,27.55,135.3,
Odisha ,Kalahandi,Kokasara,18,Musapali,28.7,22.95,0,47.5,99.15,
Odisha ,Kalahandi,Kokasara,19,Phupgaon,13.4,113.65,0,22.55,149.6,
Odisha ,Kalahandi,Kokasara,20,Podaguda,1,1.3,0,40.8,43.1,
Odisha ,Kalahandi,Kokasara,21,Rengalipali,39.6,106.65,0,54.9,201.15,
Odisha ,Kalahandi,Kokasara,22,Temra,16.85,50.3,0,33.8,100.95,
Odisha ,Kalahandi,Kokasara,,Total,413.05,1540.05,0.2,918.95,2872.25,
Odisha ,Kalahandi,Lanjigarh,1,Bandhpari,77.55,61.95,0,15.9,155.4,
Odisha ,Kalahandi,Lanjigarh,2,Basantapada,2.85,4,0,2,8.85,
Odisha ,Kalahandi,Lanjigarh,3,Baterlima,0.45,9.45,0,10.65,20.55,
Odisha ,Kalahandi,Lanjigarh,4,Bedagaon,29.1,48.4,0,3.1,80.6,
Odisha ,Kalahandi,Lanjigarh,5,Bengaon,54.85,85.4,0,8.5,148.75,
Odisha ,Kalahandi,Lanjigarh,6,Bhatangpadar,19.25,62.7,0,0,81.95,
Odisha ,Kalahandi,Lanjigarh,7,Bhurtigarh,18.55,68.8,0.45,3.95,91.75,
Odisha ,Kalahandi,Lanjigarh,8,Bijepur,27.5,76.1,0,5.55,109.15,
Odisha ,Kalahandi,Lanjigarh,9,Biswanathpur,34.3,18.95,0,42.35,95.6,
Odisha ,Kalahandi,Lanjigarh,10,Champadeipur,66.2,49.4,0,32.1,147.7,
Odisha ,Kalahandi,Lanjigarh,11,Chhatrapur,32.25,53.75,0,21.55,107.55,
Odisha ,Kalahandi,Lanjigarh,12,Gobardhanpur,31.55,36.8,0,35.8,104.15,
Odisha ,Kalahandi,Lanjigarh,13,Gunduri,22.15,81.05,0,5.05,108.25,
Odisha ,Kalahandi,Lanjigarh,14,Jagannathpur,17.85,15.3,0,8.3,41.45,
Odisha ,Kalahandi,Lanjigarh,15,Kadamguda,12.05,36.95,0,40.25,89.25,
Odisha ,Kalahandi,Lanjigarh,16,Kamarda,22.1,71.6,0,17.8,111.5,
Odisha ,Kalahandi,Lanjigarh,17,Kankutru,36,41.1,0,9.6,86.7,
Odisha ,Kalahandi,Lanjigarh,18,Kumkhal,47.4,28.75,0,6.7,82.85,
Odisha ,Kalahandi,Lanjigarh,19,Lakhbahali,31,56.1,0,4.8,91.9,
Odisha ,Kalahandi,Lanjigarh,20,Lanjee,38.25,31.55,0,7.9,77.7,
Odisha ,Kalahandi,Lanjigarh,21,Lanjigarh,30.5,28.6,0,6.9,66,
Odisha ,Kalahandi,Lanjigarh,22,Lanjigarhroad,44.8,13.35,0,48.3,106.45,
Odisha ,Kalahandi,Lanjigarh,23,Malijubang,9.05,27.2,0,5,41.25,
Odisha ,Kalahandi,Lanjigarh,24,Pahadpadar,20.75,35.15,0,2.85,58.75,
Odisha ,Kalahandi,Lanjigarh,25,Pokharibandh,45.3,47.9,0,42.75,135.95,
Odisha ,Kalahandi,Lanjigarh,26,Trilochanpur,4.15,22.2,0,4.2,30.55,
Odisha ,Kalahandi,Lanjigarh,,Total,775.75,1112.5,0.45,391.85,2280.55,
Odisha ,Kalahandi,Madanpur Rampur,1,Ainlatara,35.9,5.4,0,37.45,78.75,
Odisha ,Kalahandi,Madanpur Rampur,2,Bamak,15.2,50.35,0,31.2,96.75,
Odisha ,Kalahandi,Madanpur Rampur,3,Barabandha,32.05,151,2.8,13.2,199.05,
Odisha ,Kalahandi,Madanpur Rampur,4,Dedsuli,13.75,80.65,0,4.5,98.9,
Odisha ,Kalahandi,Madanpur Rampur,5,Domkarlakot,31.75,116.65,0,37.95,186.35,
Odisha ,Kalahandi,Madanpur Rampur,6,Dudkaranja,32.3,139.25,0,0,171.55,
Odisha ,Kalahandi,Madanpur Rampur,7,Gochhadengen,49.1,91.6,0,35.55,176.25,
Odisha ,Kalahandi,Madanpur Rampur,8,Lubengada,6.7,67.4,1.6,7.45,83.15,
Odisha ,Kalahandi,Madanpur Rampur,9,Madanpur,4.5,1.65,0,47.7,53.85,
Odisha ,Kalahandi,Madanpur Rampur,10,Manikera,18,76.65,0,6.4,101.05,
Odisha ,Kalahandi,Madanpur Rampur,11,Mohangiri,27.1,93.75,0,13.1,133.95,
Odisha ,Kalahandi,Madanpur Rampur,12,Muding,22.85,88.25,0,57.2,168.3,
Odisha ,Kalahandi,Madanpur Rampur,13,Nunpur,2.15,51.75,0,19.75,73.65,
Odisha ,Kalahandi,Madanpur Rampur,14,Pandakamal,16.2,5.6,0,17.4,39.2,
Odisha ,Kalahandi,Madanpur Rampur,15,Rampur,40.3,31.05,0,82.25,153.6,
Odisha ,Kalahandi,Madanpur Rampur,16,Saidolanga,12.25,17.7,0,55.65,85.6,
Odisha ,Kalahandi,Madanpur Rampur,17,Salepalli,4,3.45,0,17.5,24.95,
Odisha ,Kalahandi,Madanpur Rampur,18,Singpur,9.5,32.65,0,24.45,66.6,
Odisha ,Kalahandi,Madanpur Rampur,19,Urladani,34.55,156,3.2,16.8,210.55,
Odisha ,Kalahandi,Madanpur Rampur,,Total,408.15,1260.8,7.6,525.5,2202.05,
Odisha ,Kalahandi,Narala,1,Baddharpur,2.9,7.2,0,20.95,31.05,
Odisha ,Kalahandi,Narala,2,Bagpur,9.1,5.7,0,12.15,26.95,
Odisha ,Kalahandi,Narala,3,Balsingha,18.8,41.15,0,35.1,95.05,
Odisha ,Kalahandi,Narala,4,Bhanpur,10.9,27.25,0,23.7,61.85,
Odisha ,Kalahandi,Narala,5,Bhimkela,1.75,4.75,0,21.7,28.2,
Odisha ,Kalahandi,Narala,6,Gadebandh,11.8,14.6,0,14.1,40.5,
Odisha ,Kalahandi,Narala,7,Ghantmal,0.55,3.75,0,25,29.3,
Odisha ,Kalahandi,Narala,8,Ghodabandha,6.05,12.9,0,20.4,39.35,
Odisha ,Kalahandi,Narala,9,Gigina,31.1,41.4,0,43.5,116,
Odisha ,Kalahandi,Narala,10,Karmegaon,19.7,23.6,0,19.55,62.85,
Odisha ,Kalahandi,Narala,11,Kurmel,5.1,19.55,0,19.85,44.5,
Odisha ,Kalahandi,Narala,12,Mandel,1.7,3.15,0,19.1,23.95,
Odisha ,Kalahandi,Narala,13,Muskuti,18.25,37.95,0,36.55,92.75,
Odisha ,Kalahandi,Narala,14,Narla,6,5.95,0,42,53.95,
Odisha ,Kalahandi,Narala,15,Nishanpur,4.3,34.5,0,20.95,59.75,
Odisha ,Kalahandi,Narala,16,Palam,5.05,25.4,0,19.8,50.25,
Odisha ,Kalahandi,Narala,17,Rakshi,4.9,5.5,0,35.75,46.15,
Odisha ,Kalahandi,Narala,18,Rupra,8.9,9.65,0,44.8,63.35,
Odisha ,Kalahandi,Narala,19,Rupraroad,16.3,43.65,0,36.2,96.15,
Odisha ,Kalahandi,Narala,20,Santpur,1.95,7.6,0,23.3,32.85,
Odisha ,Kalahandi,Narala,21,Sargiguda,5.95,12.5,0,53.3,71.75,
Odisha ,Kalahandi,Narala,22,Sarian,4.7,13.15,0,13.8,31.65,
Odisha ,Kalahandi,Narala,23,Sergarh,51.4,29.75,0,75.65,156.8,
Odisha ,Kalahandi,Narala,24,Takarla,15.15,18.4,0,16.05,49.6,
Odisha ,Kalahandi,Narala,25,Tulapada,18.5,37.65,0,58.55,114.7,
Odisha ,Kalahandi,Narala,26,Ulikupa,4.05,16.85,0,9.5,30.4,
Odisha ,Kalahandi,Narala,,Total,284.85,503.5,0,761.3,1549.65,
Odisha ,Kalahandi,Thuamul Ram Pur,1,Badachhatrang,38.2,126.85,0,4.2,169.25,
Odisha ,Kalahandi,Thuamul Ram Pur,2,Bagdiani,24.3,47.75,0,5.4,77.45,
Odisha ,Kalahandi,Thuamul Ram Pur,3,Birikot,27.6,102.7,0,5.2,135.5,
Odisha ,Kalahandi,Thuamul Ram Pur,4,Dumerpadar,39.4,10.15,0,3.1,52.65,
Odisha ,Kalahandi,Thuamul Ram Pur,5,Gopalpur,61.45,135.25,0,8.85,205.55,
Odisha ,Kalahandi,Thuamul Ram Pur,6,Gopinath Pur,70.8,116.35,0,10.65,197.8,
Odisha ,Kalahandi,Thuamul Ram Pur,7,Gunpur,38,118.6,0,14.9,171.5,
Odisha ,Kalahandi,Thuamul Ram Pur,8,Kaniguma,26.2,109.65,0,14.45,150.3,
Odisha ,Kalahandi,Thuamul Ram Pur,9,Karlapat,29.15,140.45,0,9.45,179.05,
Odisha ,Kalahandi,Thuamul Ram Pur,10,Kerpai,14.4,69.65,0,0,84.05,
Odisha ,Kalahandi,Thuamul Ram Pur,11,Kiapadar,11.9,83.45,0,13.55,108.9,
Odisha ,Kalahandi,Thuamul Ram Pur,12,Mahul Patna,49.45,82.55,0,6.45,138.45,
Odisha ,Kalahandi,Thuamul Ram Pur,13,Maligaon,23.8,50.65,0,4.85,79.3,
Odisha ,Kalahandi,Thuamul Ram Pur,14,Nakrundi,10.85,52.15,0,0.85,63.85,
Odisha ,Kalahandi,Thuamul Ram Pur,15,Odri,41.35,85.25,0,7.25,133.85,
Odisha ,Kalahandi,Thuamul Ram Pur,16,Padepadar,72.45,119.65,0,7.6,199.7,
Odisha ,Kalahandi,Thuamul Ram Pur,17,Podapadar(B),5.95,66,0,1.05,73,
Odisha ,Kalahandi,Thuamul Ram Pur,18,Silet,15.7,99.85,0,0.3,115.85,
Odisha ,Kalahandi,Thuamul Ram Pur,19,Sindhipadar,7,103.6,0,8.1,118.7,
Odisha ,Kalahandi,Thuamul Ram Pur,20,Tala-Ambpadar,13.95,42.25,0,0,56.2,
Odisha ,Kalahandi,Thuamul Ram Pur,21,Talajhapi,23.7,34.35,0,4.2,62.25,
Odisha ,Kalahandi,Thuamul Ram Pur,22,Talnagi,20.2,67.15,0,4.7,92.05,
Odisha ,Kalahandi,Thuamul Ram Pur,23,Thuamul,12.65,111.9,0,4.2,128.75,
Odisha ,Kalahandi,Thuamul Ram Pur,24,Thuamul Rampur,73.05,131.65,0,11,215.7,
Odisha ,Kalahandi,Thuamul Ram Pur,,Total,751.5,2107.85,0,150.3,3009.65,
Odisha ,Kandhamal,Baliguda,1,Barakhama,1.3,1.6,0,60.25,63.15,
Odisha ,Kandhamal,Baliguda,2,Battaguda,1,11.25,0,0,12.25,
Odisha ,Kandhamal,Baliguda,3,Budrukia,1,5,0,32.85,38.85,
Odisha ,Kandhamal,Baliguda,4,Dadakangia,3.3,27.85,3,3.6,37.75,
Odisha ,Kandhamal,Baliguda,5,Khamankhole,13.2,3.8,0,104.65,121.65,
Odisha ,Kandhamal,Baliguda,6,Kutikia,0,6.3,0,17.45,23.75,
Odisha ,Kandhamal,Baliguda,7,Landagam,17.7,24.7,0,175.9,218.3,
Odisha ,Kandhamal,Baliguda,8,Midiakia,0,5.85,6.9,0,12.75,
Odisha ,Kandhamal,Baliguda,9,Parama Panga,0,61.15,17.25,2.3,80.7,
Odisha ,Kandhamal,Baliguda,10,Rebingia,4.9,38.2,0,46.3,89.4,
Odisha ,Kandhamal,Baliguda,11,Rutungia,0,9.7,0,1.3,11,
Odisha ,Kandhamal,Baliguda,12,Salaguda,3.1,18.7,0,69.35,91.15,
Odisha ,Kandhamal,Baliguda,13,Sendrigam,4.35,9.3,0,17.9,31.55,
Odisha ,Kandhamal,Baliguda,14,Sudra,6.25,36.2,0,29.85,72.3,
Odisha ,Kandhamal,Baliguda,,Total,56.1,259.6,27.15,561.7,904.55,
Odisha ,Kandhamal,Chakapad,1,Arabaka,19.9,3,0,22.05,44.95,
Odisha ,Kandhamal,Chakapad,2,Bapalmendi(B),9.5,1.65,0,32.2,43.35,
Odisha ,Kandhamal,Chakapad,3,Bastingia,3.85,0.2,0,7.2,11.25,
Odisha ,Kandhamal,Chakapad,4,Beheragam,6.55,1.05,0,5.4,13,
Odisha ,Kandhamal,Chakapad,5,Brahmanpad,60.05,39.7,0,111.3,211.05,
Odisha ,Kandhamal,Chakapad,6,Chahali,19,74,0,10.2,103.2,
Odisha ,Kandhamal,Chakapad,7,Chakapad,47.7,9.75,0,163.2,220.65,
Odisha ,Kandhamal,Chakapad,8,Kakharujhola,9.35,68.45,0,32.85,110.65,
Odisha ,Kandhamal,Chakapad,9,Kusumendi,69.95,6.1,0,54.5,130.55,
Odisha ,Kandhamal,Chakapad,10,Linepada(B.Mendi),63.25,14.55,0,1,78.8,
Odisha ,Kandhamal,Chakapad,11,Passara,21.55,50.7,0,71.35,143.6,
Odisha ,Kandhamal,Chakapad,12,Sankarakhole,27.85,10.45,0,42.3,80.6,
Odisha ,Kandhamal,Chakapad,,Total,358.5,279.6,0,553.55,1191.65,
Odisha ,Kandhamal,Daringibadi,1,Badabanga,0,1.2,0.75,0,1.95,
Odisha ,Kandhamal,Daringibadi,2,Bamunigam,0,0,1,2.55,3.55,
Odisha ,Kandhamal,Daringibadi,3,Bhramarabadi,0.3,1.35,2.6,0,4.25,
Odisha ,Kandhamal,Daringibadi,4,Budaguda,1,1.3,0.75,3.15,6.2,
Odisha ,Kandhamal,Daringibadi,5,Danekabadi,0,0,0,1,1,
Odisha ,Kandhamal,Daringibadi,6,Daringibadi,1.3,0.3,0,0,1.6,
Odisha ,Kandhamal,Daringibadi,7,Dasingibadi,2.25,0,2.95,0,5.2,
Odisha ,Kandhamal,Daringibadi,8,Gadapur,0,1.05,10.3,9.3,20.65,
Odisha ,Kandhamal,Daringibadi,9,Gumikia,1.3,1.1,0,0,2.4,
Odisha ,Kandhamal,Daringibadi,10,Hatimunda,0,0.6,0,0,0.6,
Odisha ,Kandhamal,Daringibadi,11,Jhinjiriguda,0,0,0.35,6.55,6.9,
Odisha ,Kandhamal,Daringibadi,12,Katingia,0,2.1,7.85,12.7,22.65,
Odisha ,Kandhamal,Daringibadi,13,Kirkuti,0,0.75,1,2.05,3.8,
Odisha ,Kandhamal,Daringibadi,14,Kumbharigam,1.65,0.75,1.05,2.6,6.05,
Odisha ,Kandhamal,Daringibadi,15,Pliheri,1.3,1,0,0,2.3,
Odisha ,Kandhamal,Daringibadi,16,Portamaha,0,0,0,1.3,1.3,
Odisha ,Kandhamal,Daringibadi,17,Saramulli,0,4.95,4.05,0,9,
Odisha ,Kandhamal,Daringibadi,18,Siangaballi,0,2.05,0,0,2.05,
Odisha ,Kandhamal,Daringibadi,19,Simanbadi,1,0.3,2,1.3,4.6,
Odisha ,Kandhamal,Daringibadi,20,Sirkabarga,0,0,1.05,0,1.05,
Odisha ,Kandhamal,Daringibadi,21,Sonepur,0,1.3,0,0,1.3,
Odisha ,Kandhamal,Daringibadi,22,Sraniketa,1.9,2.4,4,0,8.3,
Odisha ,Kandhamal,Daringibadi,23,Tajungia,0,0.3,0,0,0.3,
Odisha ,Kandhamal,Daringibadi,24,Tillori,0.6,0.6,0,0,1.2,
Odisha ,Kandhamal,Daringibadi,,Total,12.6,23.4,39.7,42.5,118.2,
Odisha ,Kandhamal,G. Udayagiri,1,Gressingia,0.3,0.3,0,0,0.6,
Odisha ,Kandhamal,G. Udayagiri,2,Kalinga,1.2,1.2,0,0.3,2.7,
Odisha ,Kandhamal,G. Udayagiri,3,Katingia,0,0.6,0,0,0.6,
Odisha ,Kandhamal,G. Udayagiri,4,Lingagada,0.3,0.6,0,0,0.9,
Odisha ,Kandhamal,G. Udayagiri,5,Mallikpodi,0,0.9,0,0,0.9,
Odisha ,Kandhamal,G. Udayagiri,6,Ratingia,0.6,4.1,0,0,4.7,
Odisha ,Kandhamal,G. Udayagiri,7,Talarimaha,0,0.3,0,0.6,0.9,
Odisha ,Kandhamal,G. Udayagiri,,Total,2.4,8,0,0.9,11.3,
Odisha ,Kandhamal,K. Nuagan,1,Adimaha,0,2.7,0,27.1,29.8,
Odisha ,Kandhamal,K. Nuagan,2,Balligada,0,1,1.3,5.9,8.2,
Odisha ,Kandhamal,K. Nuagan,3,Bondaguda,0,3.35,0,9.8,13.15,
Odisha ,Kandhamal,K. Nuagan,4,Chanchedi,2.3,15.3,8.5,1.3,27.4,
Odisha ,Kandhamal,K. Nuagan,5,Gandrigia,1.9,1.3,0,3.9,7.1,
Odisha ,Kandhamal,K. Nuagan,6,Gunjibadi,0,6.75,1,28.4,36.15,
Odisha ,Kandhamal,K. Nuagan,7,Jiridikia,3.75,5.95,0,1.3,11,
Odisha ,Kandhamal,K. Nuagan,8,Kanjamendi,3.25,11.05,0,27.05,41.35,
Odisha ,Kandhamal,K. Nuagan,9,Kudutuli,0.3,17.8,0,88.8,106.9,
Odisha ,Kandhamal,K. Nuagan,10,Letingia,1.3,13.15,0,1.6,16.05,
Odisha ,Kandhamal,K. Nuagan,11,Mahasing,6.1,1.3,0.6,218.05,226.05,
Odisha ,Kandhamal,K. Nuagan,12,Sarangad,0,11,0,100.45,111.45,
Odisha ,Kandhamal,K. Nuagan,13,Sinepada,4.5,18.05,1.6,71.9,96.05,
Odisha ,Kandhamal,K. Nuagan,14,Sirtiguda,0.3,13.25,0,3.3,16.85,
Odisha ,Kandhamal,K. Nuagan,,Total,23.7,121.95,13,588.85,747.5,
Odisha ,Kandhamal,Khajuripada,1,Adasipada,21.2,66.45,0,37.4,125.05,
Odisha ,Kandhamal,Khajuripada,2,Arapaju,46.85,30.95,0,6.45,84.25,
Odisha ,Kandhamal,Khajuripada,3,Balasakumpa,69.5,15.35,0,29.3,114.15,
Odisha ,Kandhamal,Khajuripada,4,Billabadi,6.3,22.45,0,1.45,30.2,
Odisha ,Kandhamal,Khajuripada,5,Dalapada,27.45,30.4,0,12.45,70.3,
Odisha ,Kandhamal,Khajuripada,6,Dutimendi,9.7,12.65,0,0,22.35,
Odisha ,Kandhamal,Khajuripada,7,Dutipada,12.1,4.7,0,0.75,17.55,
Odisha ,Kandhamal,Khajuripada,8,Gudari,21,2.5,0,9.4,32.9,
Odisha ,Kandhamal,Khajuripada,9,Khajuripada,47.4,20.05,0,35.3,102.75,
Odisha ,Kandhamal,Khajuripada,10,Nuagam,26.25,43.5,0,85.55,155.3,
Odisha ,Kandhamal,Khajuripada,11,Pirkudi,4.9,1.5,0,0,6.4,
Odisha ,Kandhamal,Khajuripada,12,Sudreju,0,4.45,0,0.45,4.9,
Odisha ,Kandhamal,Khajuripada,13,Sudrukumpa,56.15,61.4,0,12.35,129.9,
Odisha ,Kandhamal,Khajuripada,14,Titrapanga,21.05,4.1,0,11.6,36.75,
Odisha ,Kandhamal,Khajuripada,,Total,369.85,320.45,0,242.45,932.75,
Odisha ,Kandhamal,Kotagarh,1,Dharakote,21.1,17.9,0,103.4,142.4,
Odisha ,Kandhamal,Kotagarh,2,Durgapanga,21.05,9.65,0,43.75,74.45,
Odisha ,Kandhamal,Kotagarh,3,Gugurumaha,15.9,11.7,0,0,27.6,
Odisha ,Kandhamal,Kotagarh,4,Jubaguda,19,11.4,0,0,30.4,
Odisha ,Kandhamal,Kotagarh,5,Judaballi,13.55,12.35,0,43.95,69.85,
Odisha ,Kandhamal,Kotagarh,6,Kotagargh,66.9,14,0.75,35.55,117.2,
Odisha ,Kandhamal,Kotagarh,7,Madaguda,25.8,4.4,0,26,56.2,
Odisha ,Kandhamal,Kotagarh,8,Marlanga,6.65,0.9,0,29.9,37.45,
Odisha ,Kandhamal,Kotagarh,9,Ora,18.1,2.75,0,0,20.85,
Odisha ,Kandhamal,Kotagarh,10,Pakari,0.3,3.05,0,0,3.35,
Odisha ,Kandhamal,Kotagarh,11,Parigada,13.45,5.4,0,41.15,60,
Odisha ,Kandhamal,Kotagarh,12,Ranipanga,0,3.25,1.3,0,4.55,
Odisha ,Kandhamal,Kotagarh,13,Sartul,9.55,3.35,0,7.8,20.7,
Odisha ,Kandhamal,Kotagarh,14,Srirampur,10.15,4.7,0,18.5,33.35,
Odisha ,Kandhamal,Kotagarh,15,Subarnagiri,25.85,9.85,0,53.1,88.8,
Odisha ,Kandhamal,Kotagarh,,Total,267.35,114.65,2.05,403.1,787.15,
Odisha ,Kandhamal,Phiringia,1,Balandapada,18.9,25,0,20.55,64.45,
Odisha ,Kandhamal,Phiringia,2,Bandhagada,0,0.3,0,61.8,62.1,
Odisha ,Kandhamal,Phiringia,3,Burungijodi,3.5,24.85,0,14,42.35,
Odisha ,Kandhamal,Phiringia,4,Dimiriguda,12.1,6.35,0,75.05,93.5,
Odisha ,Kandhamal,Phiringia,5,Dindrigam,0,12.05,0,16.45,28.5,
Odisha ,Kandhamal,Phiringia,6,Gochhapada,21.25,8.35,0,53.85,83.45,
Odisha ,Kandhamal,Phiringia,7,Jajespanga,1.9,4.6,0,18.85,25.35,
Odisha ,Kandhamal,Phiringia,8,Kasinipadar,9.05,0.9,2,67.95,79.9,
Odisha ,Kandhamal,Phiringia,9,Kelapada,3.55,0.3,0,86.7,90.55,
Odisha ,Kandhamal,Phiringia,10,Koirmandu,17.05,21.7,0,2.6,41.35,
Odisha ,Kandhamal,Phiringia,11,Krandiballi,0,7.4,0,13.85,21.25,
Odisha ,Kandhamal,Phiringia,12,Luisingi,3.95,29.35,0,7.6,40.9,
Odisha ,Kandhamal,Phiringia,13,Nuapadar,11.25,19.35,0,61.3,91.9,
Odisha ,Kandhamal,Phiringia,14,Pabingia,4.45,39.25,0,34.05,77.75,
Odisha ,Kandhamal,Phiringia,15,Pahireju,16.95,23.5,0,5.05,45.5,
Odisha ,Kandhamal,Phiringia,16,Pakari,8.7,14.2,0,32.55,55.45,
Odisha ,Kandhamal,Phiringia,17,Palla Brudi,13.95,14.4,0,50.1,78.45,
Odisha ,Kandhamal,Phiringia,18,Pangauparsahi,13,9.6,0,15.75,38.35,
Odisha ,Kandhamal,Phiringia,19,Phiringia,7.95,0.6,0,29.7,38.25,
Odisha ,Kandhamal,Phiringia,20,Ratanga,9.15,1.3,0,51.9,62.35,
Odisha ,Kandhamal,Phiringia,21,Sadingia,7.2,5.65,0,22.3,35.15,
Odisha ,Kandhamal,Phiringia,22,Salaguda,14.95,19.5,0,15,49.45,
Odisha ,Kandhamal,Phiringia,23,Samarbandha,4.55,7.75,0,11.9,24.2,
Odisha ,Kandhamal,Phiringia,24,Taladandakia,1.3,6.25,0,1.3,8.85,
Odisha ,Kandhamal,Phiringia,,Total,204.65,302.5,2,770.15,1279.3,
Odisha ,Kandhamal,Phulbani,1,Alami(Luhurbali),1.2,3.05,0,0,4.25,
Odisha ,Kandhamal,Phulbani,2,Bisipada,5.3,0,0,93.9,99.2,
Odisha ,Kandhamal,Phulbani,3,Dadaki,2.6,0,0,25.9,28.5,
Odisha ,Kandhamal,Phulbani,4,Duduki,4.8,0.6,0,16.35,21.75,
Odisha ,Kandhamal,Phulbani,5,Ganjuguda,2.9,0,0,41.9,44.8,
Odisha ,Kandhamal,Phulbani,6,Gumagarh,11.3,2.6,0,28.7,42.6,
Odisha ,Kandhamal,Phulbani,7,Jamjhiri,3.2,0,0,3.3,6.5,
Odisha ,Kandhamal,Phulbani,8,Katringia,8.9,2.4,0,33.2,44.5,
Odisha ,Kandhamal,Phulbani,9,Keredi,23.8,1.65,0,51.05,76.5,
Odisha ,Kandhamal,Phulbani,10,Minia,1.1,3,0,24.4,28.5,
Odisha ,Kandhamal,Phulbani,11,Tudipaju,4.8,1.6,0,1.3,7.7,
Odisha ,Kandhamal,Phulbani,,Total,69.9,14.9,0,320,404.8,
Odisha ,Kandhamal,Raikia,1,Badabarba,12.45,0.3,0,26.1,38.85,
Odisha ,Kandhamal,Raikia,2,Gumamaha,1.2,0.6,0,0,1.8,
Odisha ,Kandhamal,Raikia,3,Indragda,7.65,5.75,0,81.85,95.25,
Odisha ,Kandhamal,Raikia,4,Karada,0.9,0.3,0,42.75,43.95,
Odisha ,Kandhamal,Raikia,5,Manikeswar,0.85,0.45,0,1.3,2.6,
Odisha ,Kandhamal,Raikia,6,Petapanga,0,0.3,0,0,0.3,
Odisha ,Kandhamal,Raikia,7,Raikia,0.35,0,0.3,0,0.65,
Odisha ,Kandhamal,Raikia,8,Ranaba,13.95,3.2,0,205.25,222.4,
Odisha ,Kandhamal,Raikia,9,Sugudabadi,1.3,0.3,0,0,1.6,
Odisha ,Kandhamal,Raikia,,Total,38.65,11.2,0.3,357.25,407.4,
Odisha ,Kandhamal,Tikabali,1,Bodimunda,18.05,0.6,0,2.6,21.25,
Odisha ,Kandhamal,Tikabali,2,Burbinaju,8.15,11.85,0,30.1,50.1,
Odisha ,Kandhamal,Tikabali,3,Gadaguda,1.3,0,0.45,0,1.75,
Odisha ,Kandhamal,Tikabali,4,Gardingia,2.9,1.5,0,0.85,5.25,
Odisha ,Kandhamal,Tikabali,5,Gutingia,33.4,9,0,8.35,50.75,
Odisha ,Kandhamal,Tikabali,6,Katimaha,5.25,4.05,0,11.7,21,
Odisha ,Kandhamal,Tikabali,7,Koinjhar,23.1,12.1,0,71.45,106.65,
Odisha ,Kandhamal,Tikabali,8,Paburia,33.6,4.05,0,8.1,45.75,
Odisha ,Kandhamal,Tikabali,9,Padangi,10.4,1.25,0,13,24.65,
Odisha ,Kandhamal,Tikabali,10,Pikaradi,0,0.45,0,0,0.45,
Odisha ,Kandhamal,Tikabali,11,Tikabali,37.95,0,0,38.55,76.5,
Odisha ,Kandhamal,Tikabali,,Total,174.1,44.85,0.45,184.7,404.1,
Odisha ,Kandhamal,Tumudibandh,1,Belghar,49.4,31.2,0,0.3,80.9,
Odisha ,Kandhamal,Tumudibandh,2,Bhandarangi,4.3,11.05,0,9.9,25.25,
Odisha ,Kandhamal,Tumudibandh,3,Bilamal,35.3,47.55,0,104.35,187.2,
Odisha ,Kandhamal,Tumudibandh,4,Guma,16.95,7.7,0,18.6,43.25,
Odisha ,Kandhamal,Tumudibandh,5,Jhiripani,43.4,7.15,0,0,50.55,
Odisha ,Kandhamal,Tumudibandh,6,Karukudupa,33.6,46.4,20.5,14.3,114.8,
Odisha ,Kandhamal,Tumudibandh,7,Kurtamgarh,17.9,7.8,1.6,13,40.3,
Odisha ,Kandhamal,Tumudibandh,8,Lankagada,1.55,2.6,2.6,0,6.75,
Odisha ,Kandhamal,Tumudibandh,9,Mundigada,4.85,29.8,0,2.6,37.25,
Odisha ,Kandhamal,Tumudibandh,10,Sirla,28.1,27.45,3.9,3.9,63.35,
